feature_1,feature_2
0.4967141530112327,-0.8289950109220723
-0.13826430117118466,-0.5601810401969696
0.6476885381006925,0.7472936051232618
1.5230298564080254,0.6103702654334648
-0.23415337472333597,-0.020901593964148132
-0.23413695694918055,0.117327383308782
1.5792128155073915,1.277664895788425
0.7674347291529088,-0.5915713888358299
-0.4694743859349521,0.5470973811700379
0.5425600435859647,-0.20219265243389406
-0.46341769281246226,-0.2176812032272203
-0.46572975357025687,1.09877685198719
0.24196227156603412,0.8254163489880298
-1.913280244657798,0.8135096360006385
-1.7249178325130328,1.305478807154329
-0.5622875292409727,0.02100384163275905
-1.0128311203344238,0.6819529712949639
0.3142473325952739,-0.31026675659345604
-0.9080240755212109,0.3241663524884421
-1.4123037013352915,-0.13014305436768459
1.465648768921554,0.09699596499271819
-0.22577630048653566,0.5951570254369136
0.06752820468792384,-0.8182206832334725
-1.4247481862134568,2.0923872756854602
-0.5443827245251827,-1.006017381499702
0.11092258970986608,-1.2141886127877322
-1.1509935774223028,1.1581108735000678
0.37569801834567196,0.7916626939629359
-0.600638689918805,0.6241198170521551
-0.2916937497932768,0.6283455092642799
-0.6017066122293969,-0.012246772846914623
1.8522781845089378,-0.8972543714858315
-0.013497224737933921,0.07580455819372633
-1.0577109289559004,-0.6771617115121117
0.822544912103189,0.9751197334177512
-1.2208436499710222,-0.14705738150213865
0.2088635950047554,-0.8254971967925115
-1.9596701238797756,-0.32138584165299344
-1.3281860488984305,0.41293145427562433
0.19686123586912352,-0.5637245528039747
0.7384665799954104,-0.8222203955664315
0.1713682811899705,0.2436872114919123
-0.11564828238824053,0.24496657110872277
-0.3011036955892888,-0.5069431753711298
-1.4785219903674274,-0.4710383056183228
-0.7198442083947086,0.2320499373576363
-0.4606387709597875,-1.4480843414973241
1.0571222262189157,-1.4074637743765552
0.3436182895684614,-0.718444221252436
-1.763040155362734,-0.21344715171184725
0.324083969394795,0.3109075655980046
-0.38508228041631654,1.475356216949552
-0.6769220003059587,0.8576596232020194
0.6116762888408679,-0.1599385299634271
1.030999522495951,-0.01901620790268883
0.9312801191161986,-1.0025293646378088
-0.8392175232226385,-0.01851313599238993
-0.3092123758512146,-0.2886586389201383
0.33126343140356396,0.3227185603380895
0.9755451271223592,-0.827230943552323
-0.47917423784528995,0.5193465142411723
-0.18565897666381712,1.5327389130025777
-1.1063349740060282,-0.1087601484568576
-1.1962066240806708,0.40171172209894146
0.812525822394198,0.6901439917111125
1.356240028570823,-0.40122047188583626
-0.07201012158033385,0.22409248181041677
1.0035328978920242,0.01259240078179486
0.36163602504763415,0.09767609854883172
-0.6451197546051243,-0.7730097838554665
0.36139560550841393,0.024510174258942714
1.5380365664659692,0.49799829124544975
-0.03582603910995154,1.4511436077950417
1.5646436558140062,0.9592708260852069
-2.6197451040897444,2.1531824575115563
0.8219025043752238,-0.7673475628880495
0.08704706823817122,0.8723206367206782
-0.29900735046586746,0.18334200573835174
0.0917607765355023,2.1898029332176723
-1.9875689146008928,-0.8082982853551515
-0.21967188783751193,-0.8397218421807761
0.3571125715117464,-0.5993926454440222
1.477894044741516,-2.123895724309807
-0.5182702182736474,-0.525755021680761
-0.8084936028931876,-0.759132661553698
-0.5017570435845365,0.15039378647620763
0.9154021177020741,0.34175597577715944
0.32875110965968446,1.8761708392158862
-0.5297602037670388,0.9504238381860503
0.5132674331133561,-0.5769036556624031
0.09707754934804039,-0.898414671348358
0.9686449905328892,0.4919191715065057
-0.7020530938773524,-1.3202332070206422
-0.3276621465977682,1.8314587658543537
-0.39210815313215763,1.179440120721287
-1.4635149481321186,-0.4691756521047048
0.29612027706457605,-1.7131345290908775
0.26105527217988933,1.3538723741654128
0.00511345664246089,-0.11453984525261789
-0.23458713337514692,1.2378163119734618
